"","Year","State","what","domain1","domain2","dc1","dc2","dc_detail","Value","unit"
"2676",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","(D)","NUMBER"
"2677",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","1.8","NUMBER"
"2678",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","1.4","NUMBER"
"2679",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)","(D)","NUMBER"
"2680",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","(D)","NUMBER"
"2681",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)","NUMBER"
"2682",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","1.5","NUMBER"
"2683",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(D)","NUMBER"
"2684",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)"," "," ","(D)","NUMBER"
"2685",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ENDOSULFAN = 79401)","(D)","NUMBER"
"2686",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ETOXAZOLE = 107091)","(D)","NUMBER"
"2687",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","(D)","NUMBER"
"2688",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLONICAMID = 128016)","(D)","NUMBER"
"2689",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLUBENDIAMIDE = 27602)","(D)","NUMBER"
"2690",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","(D)","NUMBER"
"2691",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","(D)","NUMBER"
"2692",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MUSTARD OIL = 4901)","(D)","NUMBER"
"2693",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","(D)","NUMBER"
"2694",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)","(D)","NUMBER"
"2695",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","2.4","NUMBER"
"2696",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)","(D)","NUMBER"
"2697",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRETHRINS = 69001)","(D)","NUMBER"
"2698",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","(D)","NUMBER"
"2699",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","(D)","NUMBER"
"2700",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SULFOXAFLOR = 5210)","(D)","NUMBER"
"2701",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","(D)","NUMBER"
"2702",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","NUMBER"
"2703",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPSAICIN = 70701)","(D)","NUMBER"
"2704",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","(D)","NUMBER"
"2705",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","(D)","NUMBER"
"2706",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (HARPIN A B PROTEIN = 6506)","(D)","NUMBER"
"2707",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (MINERAL OIL = 63502)","(D)","NUMBER"
"2708",2016,"FLORIDA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","(D)","NUMBER"
"2709",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (AZOXYSTROBIN = 128810)","95","PCT OF AREA BEARING"
"2710",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBTILIS = 6479)","(D)","PCT OF AREA BEARING"
"2711",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BLAD = 30006)","(D)","PCT OF AREA BEARING"
"2712",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BOSCALID = 128008)","(D)","PCT OF AREA BEARING"
"2713",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","99","PCT OF AREA BEARING"
"2714",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CHLOROTHALONIL = 81901)","(D)","PCT OF AREA BEARING"
"2715",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER HYDROXIDE = 23401)","(D)","PCT OF AREA BEARING"
"2716",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYAZOFAMID = 85651)","(D)","PCT OF AREA BEARING"
"2717",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYFLUFENAMID = 555550)","11","PCT OF AREA BEARING"
"2718",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","97","PCT OF AREA BEARING"
"2719",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DIFENOCONAZOLE = 128847)","(D)","PCT OF AREA BEARING"
"2720",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","(D)","PCT OF AREA BEARING"
"2721",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","97","PCT OF AREA BEARING"
"2722",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","(D)","PCT OF AREA BEARING"
"2723",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (IPRODIONE = 109801)","(D)","PCT OF AREA BEARING"
"2724",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","62","PCT OF AREA BEARING"
"2725",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MANCOZEB = 14504)","(D)","PCT OF AREA BEARING"
"2726",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","(D)","PCT OF AREA BEARING"
"2727",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","(D)","PCT OF AREA BEARING"
"2728",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","(D)","PCT OF AREA BEARING"
"2729",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)","(D)","PCT OF AREA BEARING"
"2730",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POTASSIUM BICARBON. = 73508)","(D)","PCT OF AREA BEARING"
"2731",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PROPICONAZOLE = 122101)","(D)","PCT OF AREA BEARING"
"2732",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","(D)","PCT OF AREA BEARING"
"2733",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","(D)","PCT OF AREA BEARING"
"2734",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (QUINOLINE = 55459)","(D)","PCT OF AREA BEARING"
"2735",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (STREPTOMYCES LYDICUS = 6327)","(D)","PCT OF AREA BEARING"
"2736",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","(D)","PCT OF AREA BEARING"
"2737",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","(D)","PCT OF AREA BEARING"
"2738",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","98","PCT OF AREA BEARING"
"2739",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","(D)","PCT OF AREA BEARING"
"2740",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TOTAL)","100","PCT OF AREA BEARING"
"2741",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","(D)","PCT OF AREA BEARING"
"2742",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (FLUMIOXAZIN = 129034)","(D)","PCT OF AREA BEARING"
"2743",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","PCT OF AREA BEARING"
"2744",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (HALOSULFURON-METHYL = 128721)","(D)","PCT OF AREA BEARING"
"2745",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PARAQUAT = 61601)","(D)","PCT OF AREA BEARING"
"2746",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (TOTAL)","(D)","PCT OF AREA BEARING"
"2747",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","(D)","PCT OF AREA BEARING"
"2748",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACEQUINOCYL = 6329)","(D)","PCT OF AREA BEARING"
"2749",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","(D)","PCT OF AREA BEARING"
"2750",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","96","PCT OF AREA BEARING"
"2751",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","44","PCT OF AREA BEARING"
"2752",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)","(D)","PCT OF AREA BEARING"
"2753",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","(D)","PCT OF AREA BEARING"
"2754",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)","PCT OF AREA BEARING"
"2755",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","94","PCT OF AREA BEARING"
"2756",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(D)","PCT OF AREA BEARING"
"2757",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)"," "," ","(D)","PCT OF AREA BEARING"
"2758",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ENDOSULFAN = 79401)","(D)","PCT OF AREA BEARING"
"2759",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ETOXAZOLE = 107091)","(D)","PCT OF AREA BEARING"
"2760",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","(D)","PCT OF AREA BEARING"
"2761",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLONICAMID = 128016)","(D)","PCT OF AREA BEARING"
"2762",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLUBENDIAMIDE = 27602)","(D)","PCT OF AREA BEARING"
"2763",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","(D)","PCT OF AREA BEARING"
"2764",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","(D)","PCT OF AREA BEARING"
"2765",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MUSTARD OIL = 4901)","(D)","PCT OF AREA BEARING"
"2766",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","(D)","PCT OF AREA BEARING"
"2767",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)","(D)","PCT OF AREA BEARING"
"2768",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","96","PCT OF AREA BEARING"
"2769",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)","(D)","PCT OF AREA BEARING"
"2770",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRETHRINS = 69001)","(D)","PCT OF AREA BEARING"
"2771",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","(D)","PCT OF AREA BEARING"
"2772",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","(D)","PCT OF AREA BEARING"
"2773",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SULFOXAFLOR = 5210)","(D)","PCT OF AREA BEARING"
"2774",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","(D)","PCT OF AREA BEARING"
"2775",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (TOTAL)","99","PCT OF AREA BEARING"
"2776",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","PCT OF AREA BEARING"
"2777",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPSAICIN = 70701)","(D)","PCT OF AREA BEARING"
"2778",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","(D)","PCT OF AREA BEARING"
"2779",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","(D)","PCT OF AREA BEARING"
"2780",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (HARPIN A B PROTEIN = 6506)","(D)","PCT OF AREA BEARING"
"2781",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (MINERAL OIL = 63502)","(D)","PCT OF AREA BEARING"
"2782",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","(D)","PCT OF AREA BEARING"
"2783",2016,"FLORIDA","BEARING - TREATED","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (TOTAL)","(D)","PCT OF AREA BEARING"
"2784",2016,"FLORIDA","FRESH MARKET - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","323,285,000","$"
"2785",2016,"FLORIDA","FRESH MARKET - UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","1,947,500","CWT"
"2786",2016,"FLORIDA","NOT SOLD - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2787",2016,"FLORIDA","PROCESSING - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","$"
"2788",2016,"FLORIDA","PROCESSING","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2789",2016,"FLORIDA","PROCESSING","TOTAL"," ","NOT SPECIFIED"," "," ","0","TONS"
"2790",2016,"FLORIDA","UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","1,947,500","CWT"
"2791",2016,"MICHIGAN"," ACRES HARVESTED","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)"," "
"2792",2016,"MICHIGAN"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)","CWT"
"2793",2016,"MICHIGAN"," YIELD","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)","CWT / ACRE"
"2794",2016,"NEW YORK"," ACRES HARVESTED","TOTAL"," ","NOT SPECIFIED"," "," ","1,260"," "
"2795",2016,"NEW YORK"," ACRES PLANTED","TOTAL"," ","NOT SPECIFIED"," "," ","1,400"," "
"2796",2016,"NEW YORK"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","11,844,000","$"
"2797",2016,"NEW YORK"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","50,400","CWT"
"2798",2016,"NEW YORK"," YIELD","TOTAL"," ","NOT SPECIFIED"," "," ","40","CWT / ACRE"
"2799",2016,"NEW YORK","FRESH MARKET - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","11,844,000","$"
"2800",2016,"NEW YORK","FRESH MARKET - UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","50,400","CWT"
"2801",2016,"NEW YORK","NOT SOLD - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2802",2016,"NEW YORK","PROCESSING - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","$"
"2803",2016,"NEW YORK","PROCESSING","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2804",2016,"NEW YORK","UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","50,400","CWT"
"2805",2016,"NORTH CAROLINA"," ACRES HARVESTED","TOTAL"," ","NOT SPECIFIED"," "," ","1,100"," "
"2806",2016,"NORTH CAROLINA"," ACRES PLANTED","TOTAL"," ","NOT SPECIFIED"," "," ","1,200"," "
"2807",2016,"NORTH CAROLINA"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","24,684,000","$"
"2808",2016,"NORTH CAROLINA"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","132,000","CWT"
"2809",2016,"NORTH CAROLINA"," YIELD","TOTAL"," ","NOT SPECIFIED"," "," ","120","CWT / ACRE"
"2810",2016,"NORTH CAROLINA","FRESH MARKET - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","24,684,000","$"
"2811",2016,"NORTH CAROLINA","FRESH MARKET - UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","132,000","CWT"
"2812",2016,"NORTH CAROLINA","NOT SOLD - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2813",2016,"NORTH CAROLINA","PROCESSING - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","0","$"
"2814",2016,"NORTH CAROLINA","PROCESSING","TOTAL"," ","NOT SPECIFIED"," "," ","0","CWT"
"2815",2016,"NORTH CAROLINA","UTILIZED - PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","132,000","CWT"
"2816",2016,"OHIO"," ACRES HARVESTED","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)"," "
"2817",2016,"OHIO"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)","CWT"
"2818",2016,"OHIO"," YIELD","TOTAL"," ","NOT SPECIFIED"," "," ","(NA)","CWT / ACRE"
"2819",2016,"OREGON"," ACRES HARVESTED","TOTAL"," ","NOT SPECIFIED"," "," ","2,400"," "
"2820",2016,"OREGON"," ACRES PLANTED","TOTAL"," ","NOT SPECIFIED"," "," ","2,500"," "
"2821",2016,"OREGON"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","20,195,000","$"
"2822",2016,"OREGON"," PRODUCTION","TOTAL"," ","NOT SPECIFIED"," "," ","232,800","CWT"
"2823",2016,"OREGON"," YIELD","TOTAL"," ","NOT SPECIFIED"," "," ","97","CWT / ACRE"
"2824",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BOSCALID = 128008)","(D)","LB"
"2825",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","(D)","LB"
"2826",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","(D)","LB"
"2827",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","(D)","LB"
"2828",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","(D)","LB"
"2829",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","(D)","LB"
"2830",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","(D)","LB"
"2831",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TOTAL)","2,700","LB"
"2832",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (CLETHODIM = 121011)","(D)","LB"
"2833",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (CLOPYRALID MONO SALT = 117401)","(D)","LB"
"2834",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (FLUMIOXAZIN = 129034)","(D)","LB"
"2835",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (OXYFLUORFEN = 111601)","(D)","LB"
"2836",2016,"OREGON","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (SIMAZINE = 80807)","(D)","LB"
